Te_requested_eV,ne_requested_cm-3,DeltaTe_requested_eV,Te_old_grid_eV,Te_new_grid_eV,DeltaTe_actual_eV,ne_grid_cm-3,ti_old,ti_new,ni,ratio_QSS_old,ratio_QSS_new,initial_ratio_error_percent_signed,peak_ratio_error_percent_abs,peak_ratio_error_percent_signed,t_peak_ratio_ns,peak_Halpha_error_percent_abs,peak_Hbeta_error_percent_abs,last_t_ratio_abs_error_gt_1pct_us,last_t_ratio_abs_error_gt_5pct_us,last_t_ratio_abs_error_gt_10pct_us,censored_gt_1pct,censored_gt_5pct,censored_gt_10pct,tau_slow_us,tau_fast_ns,M_tau_slow_over_tau_fast,last_t_ratio_abs_error_gt_10pct_display
1.842069969326716,372759372031493.8,0.6,1.842069969326716,2.442053094548651,0.5999831252219352,372759372031493.8,13,19,6,4.386707455847532,4.034409006590322,8.732343415893626,81.39441277427824,81.39441277427824,16.23382431612278,115.94520920502856,70.84524148962899,68.8137698641567,45.427059863740425,34.440872759738234,False,False,False,15.647600462907988,1.7886523217339454,8748.262741044597,34.4 us
1.842069969326716,1000000000000000.0,0.6,1.842069969326716,2.442053094548651,0.5999831252219352,1000000000000000.0,13,19,7,4.289304482425374,3.9354689862021206,8.990935958682734,47.60826610692332,47.60826610692332,10.233402121916422,86.2833523950455,70.91637094084912,15.71783717773161,9.46132375589076,6.540805914998247,False,False,False,4.062884403977682,1.3662828866188694,2973.677299019731,6.54 us
1.93069772888325,1000000000000.0,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,1000000000000.0,14,20,0,5.027009370969897,4.723346922217227,6.428967716183114,52.43939943602028,52.43939943602028,14.934914469696842,576.8590413668759,461.50666380168207,1000.0,1000.0,1000.0,True,True,True,14640.943363406972,32.80996529909029,446234.6494408794,>1e+03 us (censored at t_max)
1.93069772888325,2682695795279.7275,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,2682695795279.7275,14,20,1,5.304420189321471,5.009553224143835,5.88609307026654,61.284132399898375,61.284132399898375,14.135155848353955,556.7968476915123,362.44221352121906,1000.0,1000.0,1000.0,True,True,True,4872.816125484665,19.415364390080423,250977.32020802316,>1e+03 us (censored at t_max)
1.93069772888325,7196856730011.528,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,7196856730011.528,14,20,2,5.459593805684615,5.16430367646574,5.717907925603632,82.08386314728614,82.08386314728614,26.968806263906924,514.5206692057077,240.58160754983712,1000.0,1000.0,1000.0,True,True,True,1584.3106201799494,10.93104381945092,144936.80991021145,>1e+03 us (censored at t_max)
1.93069772888325,19306977288832.457,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,19306977288832.457,14,20,3,5.286707115388787,4.975128278657918,6.262729708246244,124.70989285420715,124.70989285420715,77.94415750404951,435.06516218662233,138.11375431244377,1000.0,1000.0,1000.0,True,True,True,498.93612414338673,7.155005848452804,69732.45511060994,>1e+03 us (censored at t_max)
1.93069772888325,51794746792312.02,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,51794746792312.02,14,20,4,4.8805868469558575,4.555565104786866,7.1346086532155075,140.74134867063344,140.74134867063344,46.91834510607799,313.5136100383529,72.61000479125987,831.4567805772047,574.8030158125339,477.9238649935595,False,False,False,151.69377485925023,4.5425453305826835,33394.00354201686,478 us
1.93069772888325,138949549437313.6,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,138949549437313.6,14,20,5,4.52307780343895,4.194286045344958,7.839039935268639,114.15330722168656,114.15330722168656,24.591304254680413,189.02999664525737,69.80839077313588,218.11089241915155,150.78450458610482,119.71713434189655,False,False,False,44.586552559616216,2.393067457722548,18631.548565726047,120 us
1.93069772888325,372759372031493.8,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,372759372031493.8,14,20,6,4.318084828698091,3.987772969064,8.283115969654146,73.75375481255307,73.75375481255307,15.50175117335769,103.15523687591596,69.95155537512004,54.635503522148646,34.440872759738234,26.111611009174624,False,False,False,12.322963309997345,1.7725474474026466,6952.1204230975345,26.1 us
1.93069772888325,1000000000000000.0,0.6,1.93069772888325,2.5595479226995357,0.6288501938162856,1000000000000000.0,14,20,7,4.220600772047389,3.888331688059192,8.54528653017368,44.19690266160339,44.19690266160339,0.3365534975507094,84.55519237819253,70.02598480118196,11.916598430985587,6.84969671635744,4.735334922917111,False,False,False,3.2281694522292983,1.3417855256553637,2405.875894847334,4.74 us
